CIP7;CIP13;EAN13;Prix A HT;Remise1;Libellé;Colisage
9945512;3401599455122;;7.48;0.25;PURESSENTIEL EXP Hle ess bio Thym thymol 5ml;1
9945529;3401399455292;;7.9;0.25;PURESSENTIEL EXP Hle ess bio Ylang-ylang 5ml;1
9942293;3401599422933;;15.6;0.25;PURESSENTIEL EXP Hle ess hebbd Camomille 5ml;1
9950105;3401599501058;3700343901350;7.77;0.1;SAUGELLA Serv pér jour B/14;1
5201909;3401352019097;3282779417075;7.8;0.15;KLORANE DERMO PRO Cire dépil froide vis 6Bdes;1
3608699;3400936086999;;5.93;0;BRONCHODUAL 50 µg/20 µg/dose S p inh en fl press Fl/200doses;1
4962871;3400949628711;;2.36;0.2;CARBOCISTEINE ARROW 5 % S buv sans sucre adulte Fl/200ml;1
;;3760185110303;4.32;0.25;RECETTES D'ANTAN savon d'Alep 20% pain 200g;1
3637531;3400936375314;;9.44;0.22;HOMEOGENE 46 Cpr orodisp Plq/60;1
4194538;3400941945380;;19.21;0;PRADAXA 150 mg Gél Plq/60x1;1
4161935;3400941619359;;3.85;0.45;TRIMEBUTINE BIOGARAN CONSEIL 100 mg Cpr Plq/20;1
9979391;;3660396005200;23.93;0.15;EPITACT Orthèse correcti hal valg S B/1;1
9979385;;3660396005217;23.93;0.15;EPITACT Orthèse correcti hal valg M B/1;1
9979379;;3660396005224;23.93;0.15;EPITACT Orthèse correcti hal valg L B/1;1
9929163;3401599291638;3094904500404;8.24;0.3;SYNTHOLKINÉ Cr gel tension muscul chauff;1
3640906;3400936409064;;7.23;0;NICOTINELL 1 mg Cpr à sucer menthe Plq/96;1
3686854;3400936868540;;7.23;0;NICOTINELL 2 mg Cpr à sucer menthe Plq/96;1
3892447;3400938924473;;10.83;0;NICOTINELL 2 mg Cpr à sucer menthe Plq/144;1
4166200;3400941662003;;34;0.22;OSCILLOCOCCINUM Gran en récipient unidose 30Unidoses;1
2194729;3400921947298;;159.39;0;EDURANT 25 mg Cpr pell Fl/30;1
4000217;;9990000000010;16.42;0;Sacs Papier soufflet 16+6x28 Dessin Cart/1000;1
9985463;3401099854630;;1.9;0.2;SERUM PHYSIOLOGIQUE ARROW Sol 30Unid/5ml;1
3525105;3400935251053;;5.45;0.25;SPEDIFEN 400mg Glé buv sach-dos 12Sach;1
9934649;3401599346499;3337871323332;21.5;0.17;*VICHY LIFTACTIV SUPREME Cr cont yeux T/15ml;1
2122138;3401321221384;3337871322595;8.3;0.17;*VICHY Déod sans sels d'aluminium Bille/50ml;1
9939121;3401599391215;8718951044562;7.05;0.25;ELMEX OPTI-EMAIL PRO Pâte dtf T/75ml;1
2628694;3401526286942;8714789707419;9.9;0.25;ELMEX JUNIOR Dentif 7-12ans 2T/75ml;1
4087274;3401540872749;8714789871806;6.8;0.25;ELMEX JUNIOR S dent 6-12ans Fl/400ml;1
4070925;3401540709250;8714789834740;7.95;0.25;ELMEX SENSITIVE PROFESSIONAL S dent Fl/400ml;1
6116229;3401561162294;8435025907607;20.83;0.33;FEET PAD Talont ins cent T1 La paire;1
3815352;3400938153521;;5.51;0.3;DRILL ALLERGIE 10 mg Cpr à sucer séc cétirizine Plq/7;1
5123411;3401551234116;9001616668647;12.67;0.2;MAM Bib tét déb1 col 170ml;1
;;3535400006781;9.31;0.43;NAT&FORM BIO Acérola 1000 Cpr B/30;1
6320355;;3094904501173;10.67;0.28;PARODONTAX BLANCHEUR Pâte gin 2T/75ml;1
7127956;3401571279562;4052199014647;42.06;0.2;RESPOSORB SUPER Pans sup abs 15x20cm B/10;1
7118259;3401171182590;4052199014678;60.67;0.2;RESPOSORB SUPER Pans sup abs 20x25cm B/10;1
6437838;3401564378388;4052199316130;33.53;0.48;CONFIANCE MOBILE Slip absorb jetab TL Sach/14;1
6437790;3401564377909;4052199316109;30.97;0.48;CONFIANCE MOBILE Slip absorb jetab TM Sach/14;1
2191814;3400921918144;;7.91;0.22;ARNICALME Cpr orodisp Plq/40;1
6437815;3401564378159;4052199316161;38.32;0.48;CONFIANCE MOBILE Slip absorb jetab TXL S/14;1
6437844;3401564378449;4052199316222;35.61;0.48;CONFIANCE MOBILE Slip absorb jet nuit TM S/14;1
6437850;3401564378500;4052199210063;34.31;0.48;CONFIANCE MOBILE Slip absorb jet nuit TS S/14;1
6437778;3401564377787;4052199316284;43.81;0.48;CONFIANCE MOBILE Slip absor jet nuit TXL S/14;1
2106441;;3661434002687;8.1;0.19;URIAGE Déodorant douceur Roll-on/50ml;1
;;3535400010597;23.23;0.43;NAT&FORM BIO Baies de Goji Sach/500g;1
2631414;3401326314142;3337871324711;17.6;0.2;*VICHY Détr intensif transp exces 2Billes/50m;1
9460571;3401394605715;4005800027932;24;0.22;EUCERIN SUN 50+ Spray kids Fl/200ml;1
9487245;3401394872452;4005800030772;21.05;0.22;EUCERIN SUN LEB 50 Gel cr T/150ml;1
9992807;3401099928072;;7.12;0.5;PHYSIOLOGICA SEPTINASAL S nas 20Unid/5ml;1
2121274;3401521212748;8006530272056;10.87;0.25;APAISYL APRES PIQURES Sol Roll-on/15ml;1
2194669;3400921946697;;183.78;0;INTELENCE 200 mg Cpr Fl/60;1
6116241;3401561162416;8435025907614;20.83;0.33;FEET PAD Talont ins cent T2 La paire;1
2193121;3400921931211;;35.89;0;DELURSAN 500 mg Cpr pell séc Plq/60;1
5167733;3401551677333;;7.49;0.3;DOUCENUIT Past dble act B/16;1
5158243;3401551582439;3760185110020;13.38;0.25;DOLPIC Bme chauff Capsaïcine T/100ml;1
9936743;3401599367432;3596209936747;4.14;0.18;WELEDA SOINS BUCCO-DENT Gel dtf Enf bio 50ml;1
5159136;3401551591363;3700343901459;8.82;0.1;SAUGELLA Prot-slp B/40;1
4639727;3401546397277;;3.94;0.25;PAPIERS d'ARMENIE;1
5173538;3401551735385;3401551735385;8.49;0.25;PURESSENTIEL RESPIRATOIRE S inh humid Fl/50ml;1
2192268;3400921922684;;20.49;0;XARELTO 15 mg Cpr pell Plq/28;1
2192305;3400921923056;;20.49;0;XARELTO 20 mg Cpr pell Plq/28;1
2217904;3400922179049;;3.23;0;OPTILOVA 20 µg/100 µg Cpr pell 3Plq/21 blanc+7 rouge;1
5391198;;8716900556708;9;0.38;FORTIMEL DIACARE Nutrim chocolat 4Bout/200ml;1
5166142;3401351661426;4005800019876;8.65;0.22;EUCERIN AQUAPHOR Bme répar cutanée T/40ml;1
5162167;3401051621676;;8.5;0.25;BLOXANG TOPIC Pom barrière hémost T/30g;1
4948351;3400949483518;;2.19;0;POLYGYNAX Caps vag Plq PVC/PVDC/Alu/6;1
5206864;3401052068647;;9.37;0.32;PRORHINEL EXTRA EUCALYPTUS S nas décong 20ml;1
5153369;3401551533691;3518072633011;18.68;0.3;NOVALAC 3 Lait de croissance B/800g;1
2180101;3400921801019;;6.96;0.2;IMODIUMLIQUICAPS 2 mg Caps molle Plq/12;1
5202487;3401352024879;3337872413629;15.75;0.13;NUTRITIC INTENSE Cr T/50ml;1
5202493;3401352024930;3337872413575;19.65;0.13;NUTRITIC INTENSE RICHE Cr P/50ml;1
6000076;;3464660000768;9.96;0.25;PURALOÉ ALOE VERA 125ml Gel natif externe;1
5173946;3401351739460;3323035173943;3.18;0.15;ECRINAL ONGLES Dissolv doux lipest soie 60ml;1
2227417;3400922274171;;5.09;0.35;MYLEUGYNE 1 % Cr T/30g;1
9984825;3401399848254;;6.46;0.19;HYDRABIO Brume Brumisateur/300ml;1
5103727;3401051037279;;2.9;0.2;ARROW S nas isoton Spr/100ml;1
5130859;3401051308591;8714789754451;6.25;0.27;ELMEX SENSITIVE PROFESSIONAL Pâte dtf T/75ml;1
5185263;3401551852631;8714789806013;6.5;0.27;ELMEX SENSITIVE PROFESS BLANCH Pâte dtf 75ml;1
4176664;3400941766640;;105.61;0;XEPLION 50 mg Susp inj LP 1Ser+2aig;1
4176687;3400941766879;;168.98;0;XEPLION 100 mg Susp inj LP 1Ser+2aig;1
4176693;3400941766930;;253.46;0;XEPLION 150 mg Susp inj LP 1Ser+2aig;1
2246886;3400922468860;;7.75;0.22;CORYZALIA Cpr orodisp Plq/40;1
5373846;3401353738461;;9.15;0.19;CREALINE H20 Sol micellaire anti-roug 250ml;1
4372626;3401543726261;3535400001526;19.85;0.43;NAT&FORM Ginseng Gelée roy S buv 30A/10ml;1
2209661;3400922096612;;6.38;0.22;ULTRA-LEVURE 200 mg Gél Plq/10;1
7995026;;0000096077559;6.94;0.5;DURACELL 10 Pile audit Jaune Paq/6;1
7995032;;5000394167148;6.94;0.5;DURACELL 13 Pile audit Orange Paq/6;1
9919609;3401599196094;3094904500251;5.75;0.21;VALDA Gom mâch menthe B/50;1
9919590;3401599195905;3094904500268;5.75;0.21;VALDA ss suc Gom mâch menthe B/50;1
6316371;3401563163718;3059946316376;4.95;0.1;STERADENT Cpr eff triple action T/30;1
3965092;3400939650920;;20.35;0;NICORETTESKIN 15 mg/16 h Disp transderm 28Sach;1
5123368;3401551233683;9001616668661;14.03;0.2;MAM Bib tét déb2 col 260ml;1
2050580;;5000394203884;3.48;0.5;DURACELL Pile Li 3V 2016 B/2;1
9848430;;5000394203921;3.48;0.5;DURACELL Pile Li 3V 2032 B/2;1
2034629;3401020346296;3401020346296;6.77;0.32;PRORHINEL Embt nas jet sple B/10;1
2213384;3400922133843;;6.45;0.2;NUROFENCAPS 400 mg Caps molle Plq/10;1
7336418;3401373364183;3337871305802;11.2;0.13;VICHY Cr dépil dermo-tolér T/150ml;1
4079458;;7612013189349;4.3;0.25;ANTI-INSECTES PHARMAVOYAGE Brac phos Fluo VER;1
4079464;;7612013189356;4.3;0.25;ANTI-INSECTES PHARMAVOYAGE Brac phos Fluo BLE;1
6933465;;3094904501166;6.24;0.28;PARODONTAX Dentif fraîch intense T/75ml;1
2247319;3400922473192;;16.81;0.55;ATOVAQUONE/PROGUANIL EG 250 mg/100 mg Cpr pell Plq/12;1
4071184;3401540711840;3401540711840;40.8;0.25;PURESSENTIEL ASSAINISSANT Spray Fl/500ml;1
6435012;3401564350124;8435025907706;20.83;0.33;FEET PAD Talont ins lat T1 La paire;1
6469525;3401564695256;8435025907720;20.83;0.33;FEET PAD Talont ins lat T3 La paire;1
6469376;3401564693764;8435025907713;20.83;0.33;FEET PAD Talont ins lat T2 La paire;1
5371238;3401353712386;;10.7;0.15;BAUME CHINOIS Bme mass camphré P/30ml;1
6116287;3401561162874;8435025907447;25.66;0.33;FEET PAD Semelle T1 La paire;1
6116293;3401561162935;8435025907454;25.66;0.33;FEET PAD Semelle T2 La paire;1
6116318;3401561163185;8435025907461;25.66;0.33;FEET PAD Semelle T3 La paire;1
6116324;3401561163246;8435025907584;25.66;0.33;FEET PAD Semelle T4 La paire;1
6116330;3401561163307;8435025907591;25.66;0.33;FEET PAD Semelle T5 La paire;1
6117252;3401561172521;8435025907850;11.67;0.33;FEET PAD HALLUS V Ecar-ort TM B/2;1
6117246;3401561172460;8435025907867;11.67;0.33;FEET PAD HALLUS V Ecar-ort TS B/2;1
6116353;3401561163536;8435025907874;14.39;0.33;FEET PAD HALLUS V Protect oignons/cors TL B/1;1
6116347;3401561163475;8435025907881;14.39;0.33;FEET PAD HALLUS V Protect oignons/cors TS B/1;1
6117298;3401561172989;8435025908550;13.59;0.33;FEET PAD HALLUS V Prot av écart oignon TU B/1;1
6116212;3401561162126;8435025907904;19.54;0.33;FEET PAD Protect plantair TL B/2;1
6116198;3401561161983;8435025907911;19.54;0.33;FEET PAD Protect plantair TS B/2;1
4055877;;4002590703985;4.05;0.1;PULMOLL Past citron B métal/45g;1
4055914;;4002590703954;4.05;0.1;PULMOLL Past orange B métal/45g;1
2228635;3400922286358;;10.31;0.15;LYSOPAÏNE AMBROX 20mg Past mx gorge cit Pl/18;1
8145933;;3661434003370;18.8;0.19;URIAGE XEMOSE C8+ Hle nettoy Fl ppe/1l;1
2657649;;3433425095417;16.6;0.2;*VICHY Déod anti-transp trace 2Aér/125ml;1
2657632;;3433425095462;16.6;0.2;*VICHY Déod anti-transp trace 2Billes/50ml;1
6440088;3401564400881;3574661811314;5.47;0.2;LISTERINE FRAICHEUR INTENSE Bain bch Fl/500ml;1
;;3760169126467;6.52;0.45;PBP Sav liq ss savon fl d'oranger Fl/1L;1
7235522;;3661434023477;14.5;0.19;URIAGE ROSELIANE CC CREAM Cr teint T/40ml;1
6117727;;3574661177274;7.92;0.2;NEUTROGENA Cr mains Hyd&Conf T/75ml;1
;;3760169126535;6.52;0.45;PBP Sav liq ss savon amande Fl/1L;1
7697205;3401376972057;3661434023453;13;0.19;URIAGE ROSELIANE Cr anti-roug T/40ml;1
5123285;3401551232853;9001616668739;8.66;0.2;MAM Tasse app bc s décor 190ml;1
;;3760169126337;15.99;0.2;LIBERTY CUP Coupelle menstruelle T1;1
;;3760169126344;15.99;0.2;LIBERTY CUP Coupelle menstruelle T2;1
4141720;3401541417208;;13.01;0.25;CALORI-TRACK Cpr B/30;1
9750613;3401597506130;;7.7;0.45;GIFRER Tis allait 20Sach;1
2029278;;7612013191373;8.3;0.25;ANTI-NAUSÉES PHARMAVOYAGE Bracel bleu Large B/2;1
2029321;;7612013191380;8.3;0.25;ANTI-NAUSÉES PHARMAVOYAGE Bracel vert Small B/2;1
2029315;;7612013191397;8.3;0.25;ANTI-NAUSÉES PHARMAVOYAGE Bracel rose Small B/2;1
2067445;3401320674457;3760177500716;8.2;0.25;SILAGIC Gel silicium organique articul T/50ml+25ml;1
6191604;;3264680007002;19.35;0.15;NUXE SUN SPF30 Lait délicieux vis corp 150;1
4129630;;3504105025793;5.69;0.22;MUSTELA BB Cr change 1>2>3 T/50ml;1
4129653;;3504105025854;8.32;0.22;MUSTELA BB Cr change 1>2>3 T/100ml;1
6161282;3401161612823;3261480002411;6.65;0.13;MEDISET Set déters plaies chroniqu B/5;1
4050348;3401040503488;;14.48;0.16;BEPANTHENSENSICALM Cr anti-démang T/50g;1
6425999;3401564259991;3660396006108;19.53;0.15;EPITACT Ort p/pc proprioc drte TS;1
6426036;3401564260362;3660396006122;19.53;0.15;EPITACT Ort p/pc proprioc drte TM;1
6426065;3401564260652;3660396006146;19.53;0.15;EPITACT Ort p/pc proprioc drte TL;1
6426007;3401564260072;3660396006115;19.53;0.15;EPITACT Ort p/pc proprioc gche TS;1
6426013;3401564260133;3660396006139;19.53;0.15;EPITACT Ort p/pc proprioc gche TM;1
6426071;3401564260713;3660396006153;19.53;0.15;EPITACT Ort p/pc proprioc gche TL;1
5150595;3401351505959;3282779398060;9;0.15;KLORANE DERMO PRO Cr dépil zone sens T/75ml;1
6554975;3401565549756;;6.95;0.15;ACTIVOX ss suc Past ment eucalypt B/24;1
7995049;;0000096077573;6.94;0.5;DURACELL 312 Pile audit Marron Paq/6;1
2941801;;3661434003004;10.3;0.19;URIAGE XEMOSE C8+ Hle nettoy T/200ml;1
3302919;3400933029197;;10.16;0.16;RENNIE sans sucre Cpr à croquer Pq/96;1
6034939;;3518681007562;14.2;0.3;CHONDROSTEO + Gel mass conf muscul T/100ml;1
6133647;3401561336473;8435025907942;8.6;0.33;FEET PAD Dgtier protect orteils/doigts TS;1
6138076;3401561380766;8435025907935;8.6;0.33;FEET PAD Dgtier protect orteils/doigts TM;1
6138952;3401161389527;8435025907928;8.6;0.33;FEET PAD Dgtier protect orteils/doigts TL;1
6140245;3401561402451;8435025907997;12.7;0.33;FEET PAD Tube protect orteils/doigts TXS;1
6140251;3401561402512;8435025907980;12.7;0.33;FEET PAD Tube protect orteils/doigts TS;1
6140268;3401561402680;8435025907966;12.7;0.33;FEET PAD Tube protect orteils/doigts TM;1
6142238;3401561422381;8435025907959;12.7;0.33;FEET PAD Tube protect orteils/doigts TL;1
4071190;3401540711901;;16.83;0.35;ISOXAN ENDURANCE Cpr B/20;1
5162546;3401351625466;;11.25;0.25;PURESSENTIEL ASSAINISSANT Spray Fl/75ml;1
6507622;3401565076221;3401565076221;16.7;0.25;SILAGIC Gel silicium organique T/150ml;1
6554969;3401565549695;;6.95;0.15;ACTIVOX ss suc Past miel citron B/24;1
6414346;3401564143467;;12.09;0.45;GIFRER Bme allait T/40ml;1
6564867;3401565648671;3401565648671;5.41;0.74;SERUM PHYSIOLOGIQUE PHYSIOLOGICA BB petit Enf 30/5ml;1
3911156;3400939111568;;1.5;0;THYROZOL 5 mg Cpr pell séc Plq/30;1
3948225;3400939482255;;1.88;0.025;DIOSMECTITE VIATRIS 3 g Pdr susp buv 30Sach/3g;1
2179753;3400921797534;;4.32;0.55;PANTOPRAZOLE EG LABO CONSEIL 20 mg Cpr gastro-rés Plq/7;1
2179776;3400921797763;;7.58;0.55;PANTOPRAZOLE EG LABO CONSEIL 20 mg Cpr gastro-rés Plq/14;1
3944196;3400939441962;;39.57;0;STALEVO 75 mg/18,75 mg/200 mg Cpr pell Fl/100;1
3944256;3400939442563;;41.37;0;STALEVO 125 mg/31,25 mg/200 mg Cpr pell Fl/100;1
3932075;3400939320755;;1.05;0.22;PANTOPRAZOLE VIATRIS SANTE 20 mg Cpr gastro-rés Plq/14;1
3932081;3400939320816;;2.11;0.22;PANTOPRAZOLE VIATRIS SANTE 20 mg Cpr gastro-rés Plq/28;1
3930751;3400939307510;;0.53;0.22;PANTOPRAZOLE VIATRIS SANTE 40 mg Cpr gastro-rés Plq/7;1
3930768;3400939307688;;1.05;0.22;PANTOPRAZOLE VIATRIS SANTE 40 mg Cpr gastro-rés Plq/14;1
3930774;3400939307749;;2.11;0.22;PANTOPRAZOLE VIATRIS SANTE 40 mg Cpr gastro-rés Plq/28;1
3934743;3400939347431;;1.27;0.3;LORATADINE ZYDUS 10 mg Cpr Plq/15;1
3943469;3400939434698;;4.56;0.025;TOPIRAMATE SANDOZ 50 mg Cpr pell Fl/28;1
3927424;3400939274249;;2.93;0.025;LOSARTAN/HYDROCHLOROTHIAZIDE SANDOZ 50 mg/12,5 mg Cpr pell Plq/30;1
3927482;3400939274829;;8.78;0.025;LOSARTAN/HYDROCHLOROTHIAZIDE SANDOZ 50 mg/12,5 mg Cpr pell Plq/90;1
3927312;3400939273129;;2.93;0.025;LOSARTAN/HYDROCHLOROTHIAZIDE SANDOZ 100 mg/25 mg Cpr pell Plq/30;1
3927364;3400939273648;;8.78;0.025;LOSARTAN/HYDROCHLOROTHIAZIDE SANDOZ 100 mg/25 mg Cpr pell Plq/90;1
3920741;3400939207414;;1.46;0.025;AMOXICILLINE SANDOZ 1 g Cpr disp Plq/6;1
3920787;3400939207872;;3.32;0.025;AMOXICILLINE SANDOZ 1 g Cpr disp Plq/14;1
2208354;3400922083544;;5.44;0.025;MOXIFLOXACINE SANDOZ 400 mg Cpr pell Plaq/5;1
2208360;3400922083605;;7.61;0.025;MOXIFLOXACINE SANDOZ 400 mg Cpr pell Plaq/7;1
2666128;3400926661281;;1.1;0.22;RABEPRAZOLE VIATRIS 10 mg Cpr gastro-rés Plq/14;1
2666341;3400926663414;;1.1;0.22;RABEPRAZOLE VIATRIS 20 mg Cpr gastro-rés Plq/14;1
2242144;3400922421445;;15.01;0.5;OMEPRAZ SDZ CONS 20mg Gél gast Plq/14;1
2694366;3400926943660;;3.78;0.1;DILTIAZEM ZENTIVA LAB LP 200 mg Gél LP Plq/28;1
2694395;3400926943950;;11.34;0.1;DILTIAZEM ZENTIVA LAB LP 200 mg Gél LP Plq/84;1
2694426;3400926944261;;4.1;0.025;DILTIAZEM ZENTIVA LAB LP 300 mg Gél LP Plq/28;1
2694455;3400926944551;;12.29;0.025;DILTIAZEM ZENTIVA LAB LP 300 mg Gél LP Plq/84;1
2764865;3400927648656;;22.46;0.6;MEMANTINE ZENTIVA 10 mg Cpr pell séc Plq/56;1
2764859;3400927648595;;22.46;0.6;MEMANTINE ZENTIVA 20 mg Cpr pell séc Plq/28;1
2780545;3400927805455;;14.23;0.2;LEVETIRACETAM CRISTERS 1000 mg Cpr pell séc Plq/60;1
3909857;3400939098579;;3.06;0.05;BISOPROLOL SANDOZ 1,25 mg Cpr pell Plq/30;1
3909998;3400939099989;;3.14;0.025;BISOPROLOL SANDOZ 2,5 mg Cpr pell séc Plq/30;1
3911831;3400939118314;;1.46;0.1;BISOPROLOL SANDOZ 5 mg Cpr pell séc Plq/30;1
3910180;3400939101804;;3.06;0.05;BISOPROLOL SANDOZ 7,5 mg Cpr pell séc Plq/30;1
3911989;3400939119892;;3.06;0.05;BISOPROLOL SANDOZ 10 mg Cpr pell séc Plq/30;1
3918460;3400939184609;;3.88;0.025;TRIMEBUTINE SANDOZ 200 mg Cpr pell Plq/30;1
3935441;3400939354415;;53.79;0;ZARZIO 30 MU/0,5 ml Sol inj/p perf en ser préremplie Ser/0,5ml+Aig;1
3935464;3400939354644;;266.91;0;ZARZIO 30 MU/0,5 ml Sol inj/p perf en ser préremplie 5Ser/0,5ml+aig;1
3935487;3400939354873;;87.2;0;ZARZIO 48 MU/0,5 ml Sol inj/p perf en ser préremplie Ser/0,5ml+Aig;1
3909254;3400939092546;;2.66;0.05;LOSARTAN ZENTIVA LAB 50 mg Cpr pell séc Plq/28;1
3909395;3400939093956;;2.66;0.05;LOSARTAN ZENTIVA LAB 100 mg Cpr pell Plq/28;1
3910659;3400939106595;;2.54;0.025;PREDNISOLONE ZENTIVA LAB 20 mg Cpr orodisp Plq PVC/PE/PVDC/Alu/20;1
3910346;3400939103464;;2.54;0.025;PREDNISOLONE VIATRIS 20 mg Cpr orodisp Plq/20;1
3910961;3400939109619;;2.54;0.025;PREDNISOLONE EG 20 mg Cpr orodisp Plq/20;1
3910688;3400939106885;;2.54;0.025;PREDNISOLONE ARROW 20 mg Cpr orodisp Plq/20;1
3910820;3400939108209;;2.54;0.025;PREDNISOLONE SANDOZ 20 mg Cpr orodisp Plq/20;1
4966886;3400949668861;3400949668861;28.94;0.5;ATOVAQUONE/PROGUANIL BGR 250 mg/100 mg Cpr pell Plq/12;1
3906238;3400939062389;;5.04;0.05;CEFEPIME VIATRIS 1 g Pdr sol inj Fl;1
3906296;3400939062969;;8.31;0.05;CEFEPIME VIATRIS 2 g Pdr sol inj Fl;1
3909461;3400939094618;;2.85;0.05;QUINAPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg Cpr pell séc Plq/30;1
3909478;3400939094786;;8.55;0.05;QUINAPRIL/HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg Cpr pell séc Plq/90;1
3914574;3400939145747;;12.41;0.4;ACIDE ALENDRONIQUE ZENTIVA 70 mg Cpr Plq/12;1
3904788;3400939047881;;10.78;0.22;RISPERIDONE VIATRIS 2 mg Cpr pell séc Plq/60x1;1
3724276;3400937242769;;7.65;0.15;ENALAPRIL VIATRIS 20 mg Cpr séc Plq/90;1
3903010;3400939030104;;1.08;0.2;PANTOPRAZOLE EG 20 mg Cpr gastro-rés Plq/14;1
3903027;3400939030272;;1.9;0.3;PANTOPRAZOLE EG 20 mg Cpr gastro-rés Plq/28;1
3903056;3400939030562;;1.08;0.2;PANTOPRAZOLE EG 40 mg Cpr gastro-rés Plq/14;1
3903062;3400939030623;;1.9;0.3;PANTOPRAZOLE EG 40 mg Cpr gastro-rés Plq/28;1
3895842;3400938958423;;2.77;0.05;BRIMONIDINE VIATRIS 0,2 % (2 mg/ml) Collyre sol Fl/5ml;1
3905227;3400939052274;;3.76;0.3;ISOTRETINOINE ACNETRAIT 5 mg Caps molle Plq/30;1
3908272;3400939082721;;3.41;0.3;GLIBENCLAMIDE ARROW 5 mg Cpr séc Plq/100;1
3916969;3400939169699;;16.65;0;CRESTOR 10 mg Cpr pell Plq/90;1
3898094;3400938980943;;1.37;0.3;GLIBENCLAMIDE ARROW 2,5 mg Cpr séc Plq/60;1
3898266;3400938982664;;0.78;0.3;GLIBENCLAMIDE ARROW 5 mg Cpr séc Plq/20;1
3880183;3400938801835;;4.35;0;REQUIP 1 mg Cpr pell Plq/21;1
3897999;3400938979992;;0.51;0.1;ZOPICLONE ZENTIVA 7,5 mg Cpr pell séc Plq/5;1
3909521;3400939095219;;61.12;0;ARIMIDEX 1 mg Cpr pell Plq/90;1
3878536;3400938785364;;1.32;0.025;PANTOPRAZOLE SANDOZ 40 mg Cpr gastro-rés Plq/14;1
3878565;3400938785654;;2.57;0.05;PANTOPRAZOLE SANDOZ 40 mg Cpr gastro-rés Plq/28;1
3883916;3400938839166;;3.29;0.05;INDAPAMIDE ZENTIVA LP 1,5 mg Cpr pell LP Plq/30;1
3883945;3400938839456;;9.37;0.05;INDAPAMIDE ZENTIVA LP 1,5 mg Cpr pell LP Plq/90;1
3896008;3400938960082;;297.83;0;TOCTINO 10 mg Caps molle 1Plq/30;1
3878430;3400938784305;;2.57;0.05;PANTOPRAZOLE SANDOZ 20 mg Cpr gastro-rés Plq/28;1
3905492;3400939054926;;1.5;0.2;SIMVASTATINE EG 10 mg Cpr pell séc Plq/30;1
3895730;3400938957303;;6.75;0.1;PIPERACILLINE/TAZOBACTAM SANDOZ 4 g/0,5 g Pdr sol perf Fl/4,5g;1
3887558;3400938875584;;1.23;0.05;ACIDE FUSIDIQUE EG 2 % Cr T/15g;1
3887570;3400938875706;;1.23;0.05;ACIDE FUSIDIQUE VIATRIS 2 % Cr T/15g;1
3882288;3400938822885;;4.81;0.15;CICLOPIROX VIATRIS 8 % V ongles médicamenteux Fl/3ml;1
3894707;3400938947076;;2.19;0.05;BETAMETHASONE ARROW 0,05 % S buv en gouttes Fl/30ml;1
3894713;3400938947137;;2.08;0.05;BETAMETHASONE EG 0,05 % S buv en gouttes Fl/30ml;1
3894736;3400938947366;;2.19;0.05;BETAMETHASONE ZENTIVA 0,05 % S buv en gouttes Fl/30ml;1
3902803;3400939028033;;2.85;0.05;BENAZEPRIL/HYDROCHLOROTHIAZIDE EG 10 mg/12,5 mg Cpr pell séc Plq/30;1
3902826;3400939028262;;8.55;0.05;BENAZEPRIL/HYDROCHLOROTHIAZIDE EG 10 mg/12,5 mg Cpr pell séc Plq/90;1
2750567;3400927505676;;3.56;0.05;MOMETASONE SANDOZ 50 µg/dose Susp pulv nas Fl/17g;1
2758764;3400927587641;;6.92;0.05;FLECAINIDE ZENTIVA LP 50 mg Gél LP Plq/30;1
2758770;3400927587702;;6.92;0.05;FLECAINIDE ZENTIVA LP 100 mg Gél LP Plq/30;1
2215957;3400922159577;;7.2;0.2;RAMIPRIL/HYDROCHLOROTHIAZIDE ARROW 5 mg/12,5 mg Cpr Plq/90;1
2758787;3400927587870;;6.92;0.05;FLECAINIDE ZENTIVA LP 150 mg Gél LP Plq/30;1
4199429;3400941994296;;6.48;0.3;RALOXIFENE ZENTIVA 60 mg Cpr pell Plq/28;1
4199441;3400941994418;;18.47;0.3;RALOXIFENE ZENTIVA 60 mg Cpr pell Plq/84;1
2218298;3400922182988;;7.41;0.2;RALOXIFENE EG 60 mg Cpr pell Plq/28;1
3882963;3400938829631;;16.76;0;VIMPAT 50 mg Cpr pell 1Plq/56;1
2218312;3400922183121;;18.47;0.3;RALOXIFENE EG 60 mg Cpr pell Plq/84;1
2236451;3400922364513;;2.34;0.22;VALSARTAN VIATRIS 40 mg Cpr pell séc Plq/30;1
2236474;3400922364742;;7.02;0.22;VALSARTAN VIATRIS 40 mg Cpr pell séc Plq/90;1
2236540;3400922365404;;2.34;0.22;VALSARTAN VIATRIS 80 mg Cpr pell séc Plq/30;1
2236652;3400922366524;;7.02;0.22;VALSARTAN VIATRIS 80 mg Cpr pell séc Plq/90;1
3882992;3400938829921;;33.51;0;VIMPAT 100 mg Cpr pell Plaq/56;1
3886033;3400938860337;;3.1;0.15;KETOCONAZOLE VIATRIS 2 % Gel en sachet-dose 8Sach/6g;1
3886010;3400938860108;;1.41;0.15;KETOCONAZOLE VIATRIS 2 % Gel en récipient unidose Unid/20g;1
